symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
NFLX,"Netflix, Inc.",322313291771,Communication Services,Entertainment,1.261,754.0233,0,1161243,NASDAQ Global Select,NASDAQ,US,False,False,True
DIS,The Walt Disney Company,173252252700,Communication Services,Entertainment,1.401,95.53,0.75,4764971,New York Stock Exchange,NYSE,US,False,False,True
UMG.AS,Universal Music Group N.V.,42817944972,Communication Services,Entertainment,0.857,23.41,0.51,1353278,Amsterdam,EURONEXT,NL,False,False,True
LYV,"Live Nation Entertainment, Inc.",26965748520,Communication Services,Entertainment,1.347,117.08,0,1435735,New York Stock Exchange,NYSE,US,False,False,True
FWONK,Formula One Group,22761500269,Communication Services,Entertainment,1.112,80.8,0,627853,NASDAQ Global Select,NASDAQ,US,False,False,True
VIAC,Paramount Global,19428734861,Communication Services,Entertainment,1.476379,29.58,11.649999999999999,87513978,NASDAQ Global Select,NASDAQ,US,False,False,False
WBD,"Warner Bros. Discovery, Inc.",19039081150,Communication Services,Entertainment,1.487,7.765,0,16277533,NASDAQ Global Select,NASDAQ,US,False,False,True
FOX,Fox Corporation,18549674900,Communication Services,Entertainment,0.771,38.96,0.54,371717,NASDAQ Global Select,NASDAQ,US,False,False,True
FOXA,Fox Corporation,18483384710,Communication Services,Entertainment,0.771,42.055,0.54,1493060,NASDAQ Global Select,NASDAQ,US,False,False,True
WMG,Warner Music Group Corp.,16601896975,Communication Services,Entertainment,1.375,32.055,0.72,370380,NASDAQ Global Select,NASDAQ,US,False,False,True
ENB.TO,Enbridge Inc.,122719391200,Energy,Oil & Gas Midstream,0.904,56.36,3.66,1209031,Toronto Stock Exchange,TSX,CA,False,False,True
EP-PC,El Paso Energy Capital Trust I PFD CV TR SECS,106974465000,Energy,Oil & Gas Midstream,0,48.165,1.1875,194,New York Stock Exchange,NYSE,,False,True,True
ENB,Enbridge Inc.,88370590700,Energy,Oil & Gas Midstream,0.904,40.585,2.71,1720340,New York Stock Exchange,NYSE,CA,False,False,True
TRP.TO,TC Energy Corporation,67001104200,Energy,Oil & Gas Midstream,0.819,64.58,3.84,1128653,Toronto Stock Exchange,TSX,CA,False,False,True
WMB,"The Williams Companies, Inc.",64066960800,Energy,Oil & Gas Midstream,1.077,52.56,1.9,3216186,New York Stock Exchange,NYSE,US,False,False,True
EPD,Enterprise Products Partners L.P.,63633196000,Energy,Oil & Gas Midstream,1.009,29.32,2.1,3767922,New York Stock Exchange,NYSE,US,False,False,True
ET,Energy Transfer LP,56514363997,Energy,Oil & Gas Midstream,1.645,16.5139,1.29,7425093,New York Stock Exchange,NYSE,US,False,False,True
OKE,"ONEOK, Inc.",56333937300,Energy,Oil & Gas Midstream,1.631,96.45,3.96,2421548,New York Stock Exchange,NYSE,US,False,False,True
KMI,"Kinder Morgan, Inc.",55174429400,Energy,Oil & Gas Midstream,0.921,24.835,1.15,8819949,New York Stock Exchange,NYSE,US,False,False,True
TRP,TC Energy Corporation,48222535200,Energy,Oil & Gas Midstream,0.819,46.48,2.85,1291609,New York Stock Exchange,NYSE,CA,False,False,True
NVDA,NVIDIA Corporation,3416310271000,Technology,Semiconductors,1.669,139.2707,0.04,135633451,NASDAQ Global Select,NASDAQ,US,False,False,True
TSM,Taiwan Semiconductor Manufacturing Company Limited,835561988163,Technology,Semiconductors,1.268,194.2,2.47,7571350,New York Stock Exchange,NYSE,TW,False,False,True
AVGO,Broadcom Inc.,824404075800,Technology,Semiconductors,1.184,176.51,2.12,9413716,NASDAQ Global Select,NASDAQ,US,False,False,True
ASML,ASML Holding N.V.,269803004337,Technology,Semiconductors,1.052,685.785,6.78,2259681,NASDAQ Global Select,NASDAQ,NL,False,False,True
ASML.AS,ASML Holding N.V.,249429638662,Technology,Semiconductors,1.052,634,6.24,888147,Amsterdam,EURONEXT,NL,False,False,True
AMD,"Advanced Micro Devices, Inc.",241460869352,Technology,Semiconductors,1.695,149.1899,0,68863331,NASDAQ Global Select,NASDAQ,US,False,False,True
TXN,Texas Instruments Incorporated,190005678930,Technology,Semiconductors,0.973,208.29,5.44,2555732,NASDAQ Global Select,NASDAQ,US,False,False,True
QCOM,QUALCOMM Incorporated,187174280000,Technology,Semiconductors,1.282,168.02,3.4,5677689,NASDAQ Global Select,NASDAQ,US,False,False,True
ARM,Arm Holdings plc American Depositary Shares,161612080000,Technology,Semiconductors,3.92,154.21,0,3097635,NASDAQ,NASDAQ,GB,False,False,True
AMAT,"Applied Materials, Inc.",152514740000,Technology,Semiconductors,1.54,185,1.6,3198659,NASDAQ Global Select,NASDAQ,US,False,False,True
PFH,CABCO Trust for JC Penney Debentures,44415825364,Financial Services,Banks,0,20.35,1.0314199999999998,10967,New York Stock Exchange,NYSE,US,False,True,True
BPOPM,Popular Capital Trust II PFD GTD 6.125%,2508370894,Financial Services,Banks,0.10301535,25.84,1.5311999999999995,69,NASDAQ Global Select,NASDAQ,US,False,True,True
GLDX,USCF Gold Strategy Plus Income Fund,3083222,Financial Services,Banks,0,25.5052,2.06223,113,New York Stock Exchange Arca,AMEX,US,True,True,False
BPOPN,Popular Capital Trust I PFD 6.70% GTD,0,Financial Services,Banks,0.092012,25.23,30.093418000000085,11833,NASDAQ Global Select,NASDAQ,US,False,True,False
AAPL,Apple Inc.,3505609337000,Technology,Consumer Electronics,1.239,230.57,1,27672899,NASDAQ Global Select,NASDAQ,US,False,False,True
SONY,Sony Group Corporation,108579300300,Technology,Consumer Electronics,0.82,18,0.11,2468912,New York Stock Exchange,NYSE,JP,False,False,True
LPL,"LG Display Co., Ltd.",3815000000,Technology,Consumer Electronics,1.059,3.815,0,116709,New York Stock Exchange,NYSE,KR,False,False,True
VZIO,VIZIO Holding Corp.,2240056560,Technology,Consumer Electronics,2.039,11.1475,0,1571075,New York Stock Exchange,NYSE,US,False,False,True
SONO,"Sonos, Inc.",1557398700,Technology,Consumer Electronics,2.047,12.87,0,826440,NASDAQ Global Select,NASDAQ,US,False,False,True
HEAR,Turtle Beach Corporation,359775791,Technology,Consumer Electronics,2.065,17.335,0,294514,NASDAQ Global Market,NASDAQ,US,False,False,True
BWNB,"Babcock & Wilcox Enterprises, I",223315066,Technology,Consumer Electronics,2.08,22.22,1.625,2106,New York Stock Exchange,NYSE,US,False,False,True
BWSN,"Babcock & Wilcox Enterprises, I",218465847,Technology,Consumer Electronics,0.14859986,23.5,2.53905,10070,New York Stock Exchange,NYSE,US,False,False,True
GPRO,"GoPro, Inc.",214376616,Technology,Consumer Electronics,1.554,1.3798,0,1509140,NASDAQ Global Select,NASDAQ,US,False,False,True
VOXX,VOXX International Corporation,175440447,Technology,Consumer Electronics,1.254,7.805,0,36842,NASDAQ Global Select,NASDAQ,US,False,False,True
CCZ,Comcast Holdings Corp.,57686551514,Communication Services,Broadcasting,0.07425066,60.9,2.0745783700000002,10829,New York Stock Exchange,NYSE,US,False,False,True
LSXMK,The Liberty SiriusXM Group,7284082676,Communication Services,Broadcasting,1.171,22.29,0,4570449,NASDAQ Global Select,NASDAQ,US,False,False,False
TGNA,TEGNA Inc.,2771813160,Communication Services,Broadcasting,0.505,16.755,0.5,649730,New York Stock Exchange,NYSE,US,False,False,True
SESG.PA,SES S.A.,1631141202,Communication Services,Broadcasting,0.788,3.66,0.75,599518,Paris,EURONEXT,LU,False,False,True
TFI.PA,Télévision Française 1 Société anonyme,1622682280,Communication Services,Broadcasting,1.077,7.69,0.55,301724,Paris,EURONEXT,FR,False,False,True
MMT.PA,Métropole Télévision S.A.,1458734800,Communication Services,Broadcasting,1.18,11.6,1.25,297055,Paris,EURONEXT,FR,False,False,True
FUBO,fuboTV Inc.,604333395,Communication Services,Broadcasting,1.792,1.835,0,7911546,New York Stock Exchange,NYSE,US,False,False,True
NRG.PA,NRJ Group SA,583586733,Communication Services,Broadcasting,0.39,7.54,0.34,667,Paris,EURONEXT,FR,False,False,True
GTN,"Gray Television, Inc.",526782100,Communication Services,Broadcasting,1.489,5.8,0.32,577676,New York Stock Exchange,NYSE,US,False,False,True
RAY-A.TO,Stingray Group Inc.,494494202,Communication Services,Broadcasting,1.074,7.14,0.3,23025,Toronto Stock Exchange,TSX,CA,False,False,True
ANET,"Arista Networks, Inc.",124668476520,Technology,Computer Hardware,1.075,396.84,0,576009,New York Stock Exchange,NYSE,US,False,False,True
DELL,Dell Technologies Inc.,94414051794,Technology,Computer Hardware,0.959,129.66,1.78,15221094,New York Stock Exchange,NYSE,US,False,False,True
HPQ,HP Inc.,35238348670,Technology,Computer Hardware,1.081,36.565,1.1,3245705,New York Stock Exchange,NYSE,US,False,False,True
NTAP,"NetApp, Inc.",24248355030,Technology,Computer Hardware,1.219,118.41,2.08,900005,NASDAQ Global Select,NASDAQ,US,False,False,True
WDC,Western Digital Corporation,23301884340,Technology,Computer Hardware,1.381,67.41,0,2703877,NASDAQ Global Select,NASDAQ,US,False,False,True
CAJ,Canon Inc.,21965481646,Technology,Computer Hardware,0.45086,21.63,0.9,933985,New York Stock Exchange,NYSE,JP,False,False,False
STX,Seagate Technology Holdings plc,21062042100,Technology,Computer Hardware,1.062,99.57,2.88,2032352,NASDAQ Global Select,NASDAQ,IE,False,False,True
SMCI,"Super Micro Computer, Inc.",19385129325,Technology,Computer Hardware,1.231,33.105,0,217306028,NASDAQ Global Select,NASDAQ,US,False,False,True
PSTG,"Pure Storage, Inc.",17482368200,Technology,Computer Hardware,1.109,53.35,0,1388512,New York Stock Exchange,NYSE,US,False,False,True
LOGI,Logitech International S.A.,12251859250,Technology,Computer Hardware,0.536,82.9375,1.38,419317,NASDAQ Global Select,NASDAQ,CH,False,False,True
GOOG,Alphabet Inc.,2174902827928,Communication Services,Internet Content & Information,1.038,177.505,0.8,42514773,NASDAQ Global Select,NASDAQ,US,False,False,True
GOOGL,Alphabet Inc.,2173205698601,Communication Services,Internet Content & Information,1.038,175.765,0.8,57389529,NASDAQ Global Select,NASDAQ,US,False,False,True
META,"Meta Platforms, Inc.",1503874776036,Communication Services,Internet Content & Information,1.216,594.46,2,17622002,NASDAQ Global Select,NASDAQ,US,False,False,True
PRX.AS,Prosus N.V.,91301463939,Communication Services,Internet Content & Information,0.643,39.085,0.1,3304755,Amsterdam,EURONEXT,NL,False,False,True
SPOT,Spotify Technology S.A.,77134264012,Communication Services,Internet Content & Information,1.579,394.335,0,786322,New York Stock Exchange,NYSE,LU,False,False,True
DASH,"DoorDash, Inc.",64052288866,Communication Services,Internet Content & Information,1.696,155.64,0,3701245,NASDAQ Global Select,NASDAQ,US,False,False,True
TWTR,"Twitter, Inc. (delisted)",41093709770,Communication Services,Internet Content & Information,0,53.7,0,75139089,New York Stock Exchange,NYSE,US,False,False,False
BIDU,"Baidu, Inc.",31588989795,Communication Services,Internet Content & Information,0.486,92.58,0,1682159,NASDAQ Global Select,NASDAQ,CN,False,False,True
PINS,"Pinterest, Inc.",22373411972,Communication Services,Internet Content & Information,1.011,32.605,0,5703183,New York Stock Exchange,NYSE,US,False,False,True
SNAP,Snap Inc.,20975885925,Communication Services,Internet Content & Information,1.011,12.64,0,88308503,New York Stock Exchange,NYSE,US,False,False,True
NUE,Nucor Corporation,34050882860,Basic Materials,Steel,1.561,143.47,2.16,1224925,New York Stock Exchange,NYSE,US,False,False,True
STLD,"Steel Dynamics, Inc.",20570132930,Basic Materials,Steel,1.328,133.31,1.84,595107,NASDAQ Global Select,NASDAQ,US,False,False,True
MT,ArcelorMittal S.A.,19351960764,Basic Materials,Steel,1.753,24.64,0.5,1277846,New York Stock Exchange,NYSE,LU,False,False,True
PKX,POSCO Holdings Inc.,18107522309,Basic Materials,Steel,1.331,61.2325,1.87,77442,New York Stock Exchange,NYSE,KR,False,False,True
MT.AS,ArcelorMittal S.A.,17804746368,Basic Materials,Steel,1.753,22.67,0.46,1826637,Amsterdam,EURONEXT,LU,False,False,True
RS,Reliance Steel & Aluminum Co.,15973475348,Basic Materials,Steel,0.848,290.345,4.4,75050,New York Stock Exchange,NYSE,US,False,False,True
X,United States Steel Corporation,8890498240,Basic Materials,Steel,1.872,39.52,0.2,1453288,New York Stock Exchange,NYSE,US,False,False,True
TX,Ternium S.A.,6692128709,Basic Materials,Steel,1.671,34.09,3.3,90014,New York Stock Exchange,NYSE,LU,False,False,True
GGB,Gerdau S.A.,6468801819,Basic Materials,Steel,1.332,3.165,0.17,6012140,New York Stock Exchange,NYSE,BR,False,False,True
CMC,Commercial Metals Company,6216068700,Basic Materials,Steel,1.137,54.57,0.72,474358,New York Stock Exchange,NYSE,US,False,False,True
PG,The Procter & Gamble Company,391195694400,Consumer Defensive,Household & Personal Products,0.407,166.11,4.03,2483214,New York Stock Exchange,NYSE,US,False,False,True
OR.PA,L'Oréal S.A.,186314594400,Consumer Defensive,Household & Personal Products,0.711,348.7,6.6,451318,Paris,EURONEXT,FR,False,False,True
UL,Unilever PLC,152655456245,Consumer Defensive,Household & Personal Products,0.219,61.5999,1.9,1182130,New York Stock Exchange,NYSE,GB,False,False,True
UNA.AS,Unilever PLC,141107399177,Consumer Defensive,Household & Personal Products,0.219,56.94,1.73,1296581,Amsterdam,EURONEXT,GB,False,False,True
CL,Colgate-Palmolive Company,77203454445,Consumer Defensive,Household & Personal Products,0.397,94.495,2,2839986,New York Stock Exchange,NYSE,US,False,False,True
KMB,Kimberly-Clark Corporation,44937103750,Consumer Defensive,Household & Personal Products,0.402,134.75,4.88,782329,New York Stock Exchange,NYSE,US,False,False,True
KVUE,Kenvue Inc.,43866909297,Consumer Defensive,Household & Personal Products,1.257601,22.905,0.82,8928256,New York Stock Exchange,NYSE,US,False,False,True
EL,The Estée Lauder Companies Inc.,31381509266,Consumer Defensive,Household & Personal Products,1.002,87.42,2.64,3388949,New York Stock Exchange,NYSE,US,False,False,True
DSFIR.AS,DSM-Firmenich AG,29791373884,Consumer Defensive,Household & Personal Products,0.71528,112.3,2.5,421858,Amsterdam,EURONEXT,CH,False,False,True
CHD,"Church & Dwight Co., Inc.",24576977850,Consumer Defensive,Household & Personal Products,0.54,100.39,1.14,655751,New York Stock Exchange,NYSE,US,False,False,True
CIS.BR,"Cisco Systems, Inc.",228207362036,Technology,Communication Equipment,0.954356,53.06,1.56,1,Brussels,EURONEXT,US,False,False,False
CSCO,"Cisco Systems, Inc.",221383550800,Technology,Communication Equipment,0.822,55.54,1.6,6665382,NASDAQ Global Select,NASDAQ,US,False,False,True
MSI,"Motorola Solutions, Inc.",75740808770,Technology,Communication Equipment,0.977,453.97,3.92,351551,New York Stock Exchange,NYSE,US,False,False,True
ERIC,Telefonaktiebolaget LM Ericsson (publ),28091348181,Technology,Communication Equipment,0.394,8.495,0.26,16784312,NASDAQ Global Select,NASDAQ,SE,False,False,True
HPE,Hewlett Packard Enterprise Company,26434427850,Technology,Communication Equipment,1.205,20.355,0.52,11748136,New York Stock Exchange,NYSE,US,False,False,True
NOK,Nokia Oyj,26090472814,Technology,Communication Equipment,0.73,4.785,0.14,13706153,New York Stock Exchange,NYSE,FI,False,False,True
NOKIA.PA,Nokia Oyj,24073027685,Technology,Communication Equipment,0.73,4.415,0.12,208858,Paris,EURONEXT,FI,False,False,True
ZBRA,Zebra Technologies Corporation,19780051792,Technology,Communication Equipment,1.658,383.48,0,745919,NASDAQ Global Select,NASDAQ,US,False,False,True
UI,Ubiquiti Inc.,15872362956,Technology,Communication Equipment,1.161,262.485,2.4,29416,New York Stock Exchange,NYSE,US,False,False,True
JNPR,"Juniper Networks, Inc.",12827482110,Technology,Communication Equipment,0.921,38.97,0.88,3677914,New York Stock Exchange,NYSE,US,False,False,True
DOW,Dow Inc.,34455027780,Basic Materials,Chemicals,1.213,49.215,2.8,2861572,New York Stock Exchange,NYSE,US,False,False,True
CE,Celanese Corporation,13897288160,Basic Materials,Chemicals,1.295,127.19,2.8,401886,New York Stock Exchange,NYSE,US,False,False,True
SYENS.BR,Syensqo SA/NV,7470715708,Basic Materials,Chemicals,,71,1.62,200410,Brussels,EURONEXT,,False,False,True
UNVR,Univar Solutions Inc.,5700903902,Basic Materials,Chemicals,1.668032,36.14,0,5259018,New York Stock Exchange,NYSE,US,False,False,False
SOLB.BR,Solvay SA,3888428095,Basic Materials,Chemicals,0.891,37.03,1.62,397551,Brussels,EURONEXT,BE,False,False,True
HUN,Huntsman Corporation,3859719240,Basic Materials,Chemicals,1.017,22.31,1,682554,New York Stock Exchange,NYSE,US,False,False,True
MX.TO,Methanex Corporation,3723833250,Basic Materials,Chemicals,1.795,55.26,1,42176,Toronto Stock Exchange,TSX,CA,False,False,True
MEOH,Methanex Corporation,2673936000,Basic Materials,Chemicals,1.795,39.68,0.74,67069,NASDAQ Global Select,NASDAQ,CA,False,False,True
BAK,Braskem S.A.,2602319621,Basic Materials,Chemicals,1.016,6.1491,0,151850,New York Stock Exchange,NYSE,BR,False,False,True
SOLV.BR,Solvac S.A.,2180250000,Basic Materials,Chemicals,0.901,102,6.97,785,Brussels,EURONEXT,BE,False,False,True
ATVI,"Activision Blizzard, Inc.",74289468671,Technology,Electronic Gaming & Multimedia,0.37,94.42,0.99,7127746,NASDAQ Global Select,NASDAQ,US,False,False,False
NTES,"NetEase, Inc.",50383694595,Technology,Electronic Gaming & Multimedia,0.73,80.925,2.5,623621,NASDAQ Global Select,NASDAQ,CN,False,False,True
EA,Electronic Arts Inc.,39426566000,Technology,Electronic Gaming & Multimedia,0.788,149.23,0.76,2563142,NASDAQ Global Select,NASDAQ,US,False,False,True
TTWO,"Take-Two Interactive Software, Inc.",28564117680,Technology,Electronic Gaming & Multimedia,0.856,162.96,0,1026860,NASDAQ Global Select,NASDAQ,US,False,False,True
RBLX,Roblox Corporation,27929915482,Technology,Electronic Gaming & Multimedia,1.6,43.155,0,4428316,New York Stock Exchange,NYSE,US,False,False,True
BILI,Bilibili Inc.,9229606530,Technology,Electronic Gaming & Multimedia,0.854,22.235,0,3035810,NASDAQ Global Select,NASDAQ,CN,False,False,True
PLTK,Playtika Holding Corp.,2955067628,Technology,Electronic Gaming & Multimedia,0.85,7.9442,0.4,245353,NASDAQ Global Select,NASDAQ,IL,False,False,True
UBI.PA,Ubisoft Entertainment SA,1748752620,Technology,Electronic Gaming & Multimedia,-0.036,13.38,0,533862,Paris,EURONEXT,FR,False,False,True
AVID,"Avid Technology, Inc.",1191107777,Technology,Electronic Gaming & Multimedia,1.131,27.045,0,412361,NASDAQ Global Select,NASDAQ,US,False,False,False
DDI,"DoubleDown Interactive Co., Ltd.",696721366,Technology,Electronic Gaming & Multimedia,0.846,14.06,0,35409,NASDAQ Global Select,NASDAQ,KR,False,False,True
XOM,Exxon Mobil Corporation,519366827000,Energy,Oil & Gas Integrated,0.877,116.9,3.8,7108003,New York Stock Exchange,NYSE,US,False,False,True
CHTEX.BR,Chevron Corporation,343087513388,Energy,Oil & Gas Integrated,1.164436,170.32,6.04,6,Brussels,EURONEXT,US,False,False,False
CVX,Chevron Corporation,271119466584,Energy,Oil & Gas Integrated,1.079,148.2402,6.52,3594736,New York Stock Exchange,NYSE,US,False,False,True
SHEL,Shell plc,204391640075,Energy,Oil & Gas Integrated,0.506,65.555,2.75,2820084,New York Stock Exchange,NYSE,GB,False,False,True
SHELL.AS,Shell plc,187851366250,Energy,Oil & Gas Integrated,0.506,30.125,1.23,4844868,Amsterdam,EURONEXT,GB,False,False,True
TTE,TotalEnergies SE,147879068876,Energy,Oil & Gas Integrated,0.737,64.02,3.43,3571386,New York Stock Exchange,NYSE,FR,False,False,True
TTE.PA,TotalEnergies SE,136606812455,Energy,Oil & Gas Integrated,0.737,59.14,3.16,3561327,Paris,EURONEXT,FR,False,False,True
PBR-A,Petróleo Brasileiro S.A. - Petrobras,91691474226,Energy,Oil & Gas Integrated,0.935,12.475,1.88,3996144,New York Stock Exchange,NYSE,BR,False,False,True
PBR,Petróleo Brasileiro S.A. - Petrobras,88854041045,Energy,Oil & Gas Integrated,0.935,13.515,1.88,7318317,New York Stock Exchange,NYSE,BR,False,False,True
BP,BP p.l.c.,77038016650,Energy,Oil & Gas Integrated,0.491,29.015,1.92,12891548,New York Stock Exchange,NYSE,GB,False,False,True
NVO,Novo Nordisk A/S,497056794989,Healthcare,Biotechnology,0.148,112.91,1.45,9657555,New York Stock Exchange,NYSE,DK,False,False,True
VRTX,Vertex Pharmaceuticals Incorporated,122419068636,Healthcare,Biotechnology,0.402,474.305,0,449676,NASDAQ Global Select,NASDAQ,US,False,False,True
REGN,"Regeneron Pharmaceuticals, Inc.",100126352010,Healthcare,Biotechnology,0.115,923.53,0,369231,NASDAQ Global Select,NASDAQ,US,False,False,True
SGEN,Seagen Inc.,43154776450,Healthcare,Biotechnology,0.321,228.74,0,19392808,NASDAQ Global Select,NASDAQ,US,False,False,False
ALNY,"Alnylam Pharmaceuticals, Inc.",36352363960,Healthcare,Biotechnology,0.381,283.16,0,592715,NASDAQ Global Select,NASDAQ,US,False,False,True
UCB.BR,UCB SA,33921949589,Healthcare,Biotechnology,0.363,178.8,1.36,268846,Brussels,EURONEXT,BE,False,False,True
ARGX,argenx SE,32810528792,Healthcare,Biotechnology,0.306,548.705,0,165692,NASDAQ Global Select,NASDAQ,NL,False,False,True
ARGX.BR,argenx SE,30591787080,Healthcare,Biotechnology,0.306,511.6,0,48618,Brussels,EURONEXT,NL,False,False,True
BNTX,BioNTech SE,26998511724,Healthcare,Biotechnology,0.245,113.57,0,589202,NASDAQ Global Select,NASDAQ,DE,False,False,True
BGNE,"BeiGene, Ltd.",23087720201,Healthcare,Biotechnology,0.621,206.655,0,539773,NASDAQ Global Select,NASDAQ,US,False,False,True
L.TO,Loblaw Companies Limited,54441300960,Consumer Defensive,Grocery Stores,0.169,179.22,2.05,170638,Toronto Stock Exchange,TSX,CA,False,False,True
L-PB.TO,Loblaw Companies Limited,53420922924,Consumer Defensive,Grocery Stores,0.169,22.76,1.33,155,Toronto Stock Exchange,TSX,CA,False,False,True
KR,The Kroger Co.,40471806840,Consumer Defensive,Grocery Stores,0.463,55.94,1.28,1521188,New York Stock Exchange,NYSE,US,False,False,True
WN.TO,George Weston Limited,29441281100,Consumer Defensive,Grocery Stores,0.424,224.65,3.28,62475,Toronto Stock Exchange,TSX,CA,False,False,True
AD.AS,Koninklijke Ahold Delhaize N.V.,27686799684,Consumer Defensive,Grocery Stores,0.232,30.39,1.11,1968246,Amsterdam,EURONEXT,NL,False,False,True
MRU.TO,Metro Inc.,18658105830,Consumer Defensive,Grocery Stores,0.082,83.79,1.34,181574,Toronto Stock Exchange,TSX,CA,False,False,True
WN-PA.TO,George Weston Limited,14640093219,Consumer Defensive,Grocery Stores,0.424,24.41,1.45,4542,Toronto Stock Exchange,TSX,CA,False,False,True
SFM,"Sprouts Farmers Market, Inc.",11931480787,Consumer Defensive,Grocery Stores,0.555,119.1599,0,1110009,NASDAQ Global Select,NASDAQ,US,False,False,True
ACI,"Albertsons Companies, Inc.",10535443380,Consumer Defensive,Grocery Stores,0.327,18.185,0.48,2149804,New York Stock Exchange,NYSE,US,False,False,True
EMP-A.TO,Empire Company Limited,9754104682,Consumer Defensive,Grocery Stores,0.484,40.89,0.8,123421,Toronto Stock Exchange,TSX,CA,False,False,True
SLB.PA,Schlumberger Limited,57645504000,Energy,Oil & Gas Equipment & Services,1.566,40.6,1.01,2549,Paris,EURONEXT,US,False,False,False
SLB,Schlumberger Limited,56874341250,Energy,Oil & Gas Equipment & Services,1.525,40.275,1.1,8005522,New York Stock Exchange,NYSE,US,False,False,True
BKR,Baker Hughes Company,37047853440,Energy,Oil & Gas Equipment & Services,1.366,37.44,0.84,3383935,NASDAQ Global Select,NASDAQ,US,False,False,True
HAL,Halliburton Company,24520575475,Energy,Oil & Gas Equipment & Services,1.9,27.775,0.68,4774698,New York Stock Exchange,NYSE,US,False,False,True
TS,Tenaris S.A.,18572427849,Energy,Oil & Gas Equipment & Services,1.444,32.675,1.2,1020975,New York Stock Exchange,NYSE,LU,False,False,True
FTI,TechnipFMC plc,11126729325,Energy,Oil & Gas Equipment & Services,1.511,26.155,0.2,1929924,New York Stock Exchange,NYSE,GB,False,False,True
NOV,NOV Inc.,6028856580,Energy,Oil & Gas Equipment & Services,1.676,15.495,0.3,2126689,New York Stock Exchange,NYSE,US,False,False,True
WFRD,Weatherford International plc,5716985880,Energy,Oil & Gas Equipment & Services,1.756,78.69,1,578999,NASDAQ Global Select,NASDAQ,US,False,False,True
CHX,ChampionX Corporation,5403532500,Energy,Oil & Gas Equipment & Services,2.378,28.365,0.38,771605,NASDAQ Global Select,NASDAQ,US,False,False,True
GTT.PA,Gaztransport & Technigaz SA,4998026789,Energy,Oil & Gas Equipment & Services,0.467,134.9,7.34,98122,Paris,EURONEXT,FR,False,False,True
SCCO,Southern Copper Corporation,88062289070,Basic Materials,Copper,1.181,112.105,2.8,492124,New York Stock Exchange,NYSE,US,False,False,True
FCX,Freeport-McMoRan Inc.,64253000000,Basic Materials,Copper,1.895,45.895,0.6,5792126,New York Stock Exchange,NYSE,US,False,False,True
FM.TO,First Quantum Minerals Ltd.,14818608630,Basic Materials,Copper,1.727,17.91,0,1079956,Toronto Stock Exchange,TSX,CA,False,False,True
LUN.TO,Lundin Mining Corporation,11225670350,Basic Materials,Copper,1.66,14.45,0.36,1699277,Toronto Stock Exchange,TSX,CA,False,False,True
CS.TO,Capstone Copper Corp.,7542542700,Basic Materials,Copper,2.143,9.9,0,1677605,Toronto Stock Exchange,TSX,CA,False,False,True
HBM.TO,Hudbay Minerals Inc.,5093214771,Basic Materials,Copper,1.831,12.94,0.02,580544,Toronto Stock Exchange,TSX,CA,False,False,True
HBM,Hudbay Minerals Inc.,3664438139,Basic Materials,Copper,1.831,9.31,0.01,749550,New York Stock Exchange,NYSE,CA,False,False,True
ERO.TO,Ero Copper Corp.,2709866250,Basic Materials,Copper,1.979,26.25,0,166830,Toronto Stock Exchange,TSX,CA,False,False,True
ERO,Ero Copper Corp.,1950587535,Basic Materials,Copper,1.979,18.895,0,123940,New York Stock Exchange,NYSE,CA,False,False,True
IE.TO,Ivanhoe Electric Inc.,1774661361,Basic Materials,Copper,0.826,14.74,0,16024,Toronto Stock Exchange,TSX,CA,False,False,True
HD,"The Home Depot, Inc.",389470185300,Consumer Cyclical,Home Improvement,1.008,392.1,9,1541448,New York Stock Exchange,NYSE,US,False,False,True
LOW,"Lowe's Companies, Inc.",148218888909,Consumer Cyclical,Home Improvement,1.093,261.2735,4.6,1131358,New York Stock Exchange,NYSE,US,False,False,True
FND,"Floor & Decor Holdings, Inc.",10778454540,Consumer Cyclical,Home Improvement,1.801,100.58,0,1636756,New York Stock Exchange,NYSE,US,False,False,True
MLHR,"MillerKnoll, Inc.",2922197441,Consumer Cyclical,Home Improvement,1.305291,38.66,11.205950000000021,201186,NASDAQ Global Select,NASDAQ,US,False,False,False
ARHS,"Arhaus, Inc.",1212469837,Consumer Cyclical,Home Improvement,2.508,8.625,0.5,2160381,NASDAQ Global Select,NASDAQ,US,False,False,True
LESL,"Leslie's, Inc.",526077485,Consumer Cyclical,Home Improvement,1.171,2.845,0,2836677,NASDAQ Global Select,NASDAQ,US,False,False,True
HVT,"Haverty Furniture Companies, Inc.",398773552,Consumer Cyclical,Home Improvement,1.37,24.3125,1.28,109250,New York Stock Exchange,NYSE,US,False,False,True
TTSH,"Tile Shop Holdings, Inc.",297370332,Consumer Cyclical,Home Improvement,1.438,6.66,0,15223,NASDAQ Capital Market,NASDAQ,US,False,False,True
ALBOU.PA,Bourrelier Group SA,258097686,Consumer Cyclical,Home Improvement,0.285,46.2,3.21,66,Paris,EURONEXT,FR,False,False,True
MDM.PA,Maisons du Monde S.A.,154989392,Consumer Cyclical,Home Improvement,1.634,4.02,0.06,51618,Paris,EURONEXT,FR,False,False,True
